origin,dest,passengers,distancemiles,origin_name,origin_cbsa,origin_cbsa_name,dest_name,dest_cbsa,dest_cbsa_name
BTV,DCA,56770,437,Burlington International,15540,"Burlington-South Burlington, VT",Ronald Reagan Washington National,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
CLT,MSN,64800,708,Charlotte Douglas International,16740,"Charlotte-Concord-Gastonia, NC-SC",Dane County Regional-Truax Field,31540,"Madison, WI"
PHL,ORF,57250,212,Philadelphia International,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Norfolk International,47260,"Virginia Beach-Norfolk-Newport News, VA-NC"
DAB,PHL,3920,808,Daytona Beach International,19660,"Deltona-Daytona Beach-Ormond Beach, FL",Philadelphia International,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
DEN,BIS,43450,516,Denver International,19740,"Denver-Aurora-Lakewood, CO",Bismarck Municipal,13900,"Bismarck, ND"
MSP,BRD,21930,114,Minneapolis-St Paul International,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Brainerd Lakes Regional,14660,"Brainerd, MN"
BIS,DEN,41600,516,Bismarck Municipal,13900,"Bismarck, ND",Denver International,19740,"Denver-Aurora-Lakewood, CO"
GJT,DEN,85850,212,Grand Junction Regional,24300,"Grand Junction, CO",Denver International,19740,"Denver-Aurora-Lakewood, CO"
SBP,DEN,33410,931,San Luis County Regional,42020,"San Luis Obispo-Paso Robles, CA",Denver International,19740,"Denver-Aurora-Lakewood, CO"
TYS,DEN,63840,1162,McGhee Tyson,28940,"Knoxville, TN",Denver International,19740,"Denver-Aurora-Lakewood, CO"
ASE,DFW,43890,701,Aspen Pitkin County Sardy Field,24060,"Glenwood Springs, CO",Dallas/Fort Worth International,19100,"Dallas-Fort Worth-Arlington, TX"
DRO,DFW,53610,674,Durango La Plata County,20420,"Durango, CO",Dallas/Fort Worth International,19100,"Dallas-Fort Worth-Arlington, TX"
GJT,DFW,55990,773,Grand Junction Regional,24300,"Grand Junction, CO",Dallas/Fort Worth International,19100,"Dallas-Fort Worth-Arlington, TX"
MSP,IAD,72110,908,Minneapolis-St Paul International,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Washington Dulles International,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
MSP,ATW,49840,236,Minneapolis-St Paul International,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Appleton International,11540,"Appleton, WI"
DTW,MQT,25650,349,Detroit Metro Wayne County,19820,"Detroit-Warren-Dearborn, MI",Sawyer International,32100,"Marquette, MI"
CLE,MSP,81540,622,Cleveland-Hopkins International,17460,"Cleveland-Elyria, OH",Minneapolis-St Paul International,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
FCA,MSP,46190,1026,Glacier Park International,28060,"Kalispell, MT",Minneapolis-St Paul International,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
SLC,OMA,59040,840,Salt Lake City International,41620,"Salt Lake City, UT",Eppley Airfield,36540,"Omaha-Council Bluffs, NE-IA"
MDT,ORD,95660,594,Harrisburg International,25420,"Harrisburg-Carlisle, PA",Chicago O'Hare International,16980,"Chicago-Naperville-Elgin, IL-IN-WI"
SUN,ORD,3870,1341,Friedman Memorial,25200,"Hailey, ID",Chicago O'Hare International,16980,"Chicago-Naperville-Elgin, IL-IN-WI"
PSP,PDX,51610,873,Palm Springs International,40140,"Riverside-San Bernardino-Ontario, CA",Portland International,38900,"Portland-Vancouver-Hillsboro, OR-WA"
STS,PDX,23240,489,Charles M. Schulz - Sonoma County,42220,"Santa Rosa-Petaluma, CA",Portland International,38900,"Portland-Vancouver-Hillsboro, OR-WA"
EGE,PHX,1520,513,Eagle County Regional,20780,"Edwards, CO",Phoenix Sky Harbor International,38060,"Phoenix-Mesa-Chandler, AZ"
STS,PHX,26620,699,Charles M. Schulz - Sonoma County,42220,"Santa Rosa-Petaluma, CA",Phoenix Sky Harbor International,38060,"Phoenix-Mesa-Chandler, AZ"
ORD,GEG,24390,1498,Chicago O'Hare International,16980,"Chicago-Naperville-Elgin, IL-IN-WI",Spokane International,44060,"Spokane-Spokane Valley, WA"
DFW,IAD,137240,1172,Dallas/Fort Worth International,19100,"Dallas-Fort Worth-Arlington, TX",Washington Dulles International,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
JAC,SAN,3650,828,Jackson Hole,27220,"Jackson, WY-ID",San Diego International,41740,"San Diego-Chula Vista-Carlsbad, CA"
SAN,SBP,13970,263,San Diego International,41740,"San Diego-Chula Vista-Carlsbad, CA",San Luis County Regional,42020,"San Luis Obispo-Paso Robles, CA"
BIL,SLC,76140,387,Billings Logan International,13740,"Billings, MT",Salt Lake City International,41620,"Salt Lake City, UT"
EUG,SLC,49940,618,Mahlon Sweet Field,21660,"Eugene-Springfield, OR",Salt Lake City International,41620,"Salt Lake City, UT"
MSO,SLC,72290,436,Missoula International,33540,"Missoula, MT",Salt Lake City International,41620,"Salt Lake City, UT"
OKC,SLC,43640,866,Will Rogers World,36420,"Oklahoma City, OK",Salt Lake City International,41620,"Salt Lake City, UT"
OMA,SLC,59980,840,Eppley Airfield,36540,"Omaha-Council Bluffs, NE-IA",Salt Lake City International,41620,"Salt Lake City, UT"
PHX,PAE,54040,1133,Phoenix Sky Harbor International,38060,"Phoenix-Mesa-Chandler, AZ",Snohomish County,42660,"Seattle-Tacoma-Bellevue, WA"
BOI,PUW,12470,224,Boise Air Terminal,14260,"Boise City, ID",Pullman Moscow Regional,39420,"Pullman, WA"
SAN,SBA,9170,192,San Diego International,41740,"San Diego-Chula Vista-Carlsbad, CA",Santa Barbara Municipal,42200,"Santa Maria-Santa Barbara, CA"
ELP,SEA,37400,1368,El Paso International,21340,"El Paso, TX",Seattle/Tacoma International,42660,"Seattle-Tacoma-Bellevue, WA"
SBA,SEA,39270,908,Santa Barbara Municipal,42200,"Santa Maria-Santa Barbara, CA",Seattle/Tacoma International,42660,"Seattle-Tacoma-Bellevue, WA"
RIC,DEN,83570,1482,Richmond International,40060,"Richmond, VA",Denver International,19740,"Denver-Aurora-Lakewood, CO"
SAT,IAD,58990,1362,San Antonio International,41700,"San Antonio-New Braunfels, TX",Washington Dulles International,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
STT,IAD,32580,1606,Cyril E King,NA,NA,Washington Dulles International,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
SJU,IAH,134430,2007,Luis Munoz Marin International,41980,"San Juan-Bayamón-Caguas, PR",George Bush Intercontinental/Houston,26420,"Houston-The Woodlands-Sugar Land, TX"
IAH,TYS,39370,771,George Bush Intercontinental/Houston,26420,"Houston-The Woodlands-Sugar Land, TX",McGhee Tyson,28940,"Knoxville, TN"
DEN,GUC,33080,152,Denver International,19740,"Denver-Aurora-Lakewood, CO",Gunnison-Crested Butte Regional,NA,NA
DEN,SYR,49180,1492,Denver International,19740,"Denver-Aurora-Lakewood, CO",Syracuse Hancock International,45060,"Syracuse, NY"
BTV,ORD,81760,763,Burlington International,15540,"Burlington-South Burlington, VT",Chicago O'Hare International,16980,"Chicago-Naperville-Elgin, IL-IN-WI"
IAH,JAN,38060,351,George Bush Intercontinental/Houston,26420,"Houston-The Woodlands-Sugar Land, TX",Jackson Medgar Wiley Evers International,27140,"Jackson, MS"
SFO,RNO,72080,192,San Francisco International,41860,"San Francisco-Oakland-Berkeley, CA",Reno/Tahoe International,39900,"Reno, NV"
KOA,SFO,164490,2367,Kona International Airport at Keahole,25900,"Hilo, HI",San Francisco International,41860,"San Francisco-Oakland-Berkeley, CA"
LIH,SFO,91490,2447,Lihue Airport,28180,"Kapaa, HI",San Francisco International,41860,"San Francisco-Oakland-Berkeley, CA"
HNL,SNA,34780,2584,Daniel K Inouye International,46520,"Urban Honolulu, HI",John Wayne Airport-Orange County,31080,"Los Angeles-Long Beach-Anaheim, CA"
ORD,CRW,24210,416,Chicago O'Hare International,16980,"Chicago-Naperville-Elgin, IL-IN-WI",Yeager,16620,"Charleston, WV"
DEN,GJT,84750,212,Denver International,19740,"Denver-Aurora-Lakewood, CO",Grand Junction Regional,24300,"Grand Junction, CO"
SEA,DAL,56590,1670,Seattle/Tacoma International,42660,"Seattle-Tacoma-Bellevue, WA",Dallas Love Field,19100,"Dallas-Fort Worth-Arlington, TX"
SRQ,DEN,23570,1531,Sarasota/Bradenton International,35840,"North Port-Sarasota-Bradenton, FL",Denver International,19740,"Denver-Aurora-Lakewood, CO"
CMH,FLL,99850,973,John Glenn Columbus International,18140,"Columbus, OH",Fort Lauderdale-Hollywood International,33100,"Miami-Fort Lauderdale-Pompano Beach, FL"
MCO,GRR,41670,1024,Orlando International,36740,"Orlando-Kissimmee-Sanford, FL",Gerald R. Ford International,24340,"Grand Rapids-Kentwood, MI"
SAN,HOU,85850,1313,San Diego International,41740,"San Diego-Chula Vista-Carlsbad, CA",William P Hobby,26420,"Houston-The Woodlands-Sugar Land, TX"
ELP,LAS,106140,583,El Paso International,21340,"El Paso, TX",McCarran International,29820,"Las Vegas-Henderson-Paradise, NV"
OGG,PHX,127030,2845,Kahului Airport,27980,"Kahului-Wailuku-Lahaina, HI",Phoenix Sky Harbor International,38060,"Phoenix-Mesa-Chandler, AZ"
AUS,PIT,3390,1210,Austin - Bergstrom International,12420,"Austin-Round Rock-Georgetown, TX",Pittsburgh International,38300,"Pittsburgh, PA"
OGG,SMF,43550,2404,Kahului Airport,27980,"Kahului-Wailuku-Lahaina, HI",Sacramento International,40900,"Sacramento-Roseville-Folsom, CA"
PHL,STL,116990,814,Philadelphia International,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",St Louis Lambert International,41180,"St. Louis, MO-IL"
SAN,STL,55690,1557,San Diego International,41740,"San Diego-Chula Vista-Carlsbad, CA",St Louis Lambert International,41180,"St. Louis, MO-IL"
IAD,SMF,37380,2358,Washington Dulles International,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Sacramento International,40900,"Sacramento-Roseville-Folsom, CA"
MCI,IAD,23070,926,Kansas City International,28140,"Kansas City, MO-KS",Washington Dulles International,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
IND,IAH,60050,844,Indianapolis International,26900,"Indianapolis-Carmel-Anderson, IN",George Bush Intercontinental/Houston,26420,"Houston-The Woodlands-Sugar Land, TX"
MAF,IAH,117810,429,Midland International Air and Space Port,33260,"Midland, TX",George Bush Intercontinental/Houston,26420,"Houston-The Woodlands-Sugar Land, TX"
PHX,SBA,71820,455,Phoenix Sky Harbor International,38060,"Phoenix-Mesa-Chandler, AZ",Santa Barbara Municipal,42200,"Santa Maria-Santa Barbara, CA"
IND,CLT,169470,427,Indianapolis International,26900,"Indianapolis-Carmel-Anderson, IN",Charlotte Douglas International,16740,"Charlotte-Concord-Gastonia, NC-SC"
CLT,GRR,82370,583,Charlotte Douglas International,16740,"Charlotte-Concord-Gastonia, NC-SC",Gerald R. Ford International,24340,"Grand Rapids-Kentwood, MI"
MCI,PHL,42920,1038,Kansas City International,28140,"Kansas City, MO-KS",Philadelphia International,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
ABE,ORD,48360,654,Lehigh Valley International,10900,"Allentown-Bethlehem-Easton, PA-NJ",Chicago O'Hare International,16980,"Chicago-Naperville-Elgin, IL-IN-WI"
PHL,DAY,20710,477,Philadelphia International,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",James M Cox/Dayton International,19430,"Dayton-Kettering, OH"
BUF,PHL,46570,279,Buffalo Niagara International,15380,"Buffalo-Cheektowaga, NY",Philadelphia International,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
DRO,DEN,88670,251,Durango La Plata County,20420,"Durango, CO",Denver International,19740,"Denver-Aurora-Lakewood, CO"
IAH,BOI,17060,1482,George Bush Intercontinental/Houston,26420,"Houston-The Woodlands-Sugar Land, TX",Boise Air Terminal,14260,"Boise City, ID"
SGF,IAH,23000,513,Springfield-Branson National,44180,"Springfield, MO",George Bush Intercontinental/Houston,26420,"Houston-The Woodlands-Sugar Land, TX"
BUR,EUG,36940,732,Bob Hope,31080,"Los Angeles-Long Beach-Anaheim, CA",Mahlon Sweet Field,21660,"Eugene-Springfield, OR"
BMI,ATL,46690,533,Central Il Regional Airport at Bloomington,14010,"Bloomington, IL",Hartsfield-Jackson Atlanta International,12060,"Atlanta-Sandy Springs-Alpharetta, GA"
EVV,ATL,43340,350,Evansville Regional,21780,"Evansville, IN-KY",Hartsfield-Jackson Atlanta International,12060,"Atlanta-Sandy Springs-Alpharetta, GA"
DTW,DSM,47720,534,Detroit Metro Wayne County,19820,"Detroit-Warren-Dearborn, MI",Des Moines International,19780,"Des Moines-West Des Moines, IA"
SYR,DTW,70750,374,Syracuse Hancock International,45060,"Syracuse, NY",Detroit Metro Wayne County,19820,"Detroit-Warren-Dearborn, MI"
CHO,LGA,55830,305,Charlottesville Albemarle,16820,"Charlottesville, VA",LaGuardia,35620,"New York-Newark-Jersey City, NY-NJ-PA"
MSN,LGA,39700,812,Dane County Regional-Truax Field,31540,"Madison, WI",LaGuardia,35620,"New York-Newark-Jersey City, NY-NJ-PA"
MSN,MSP,90970,228,Dane County Regional-Truax Field,31540,"Madison, WI",Minneapolis-St Paul International,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
XNA,MSP,11620,596,Northwest Arkansas Regional,22220,"Fayetteville-Springdale-Rogers, AR",Minneapolis-St Paul International,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
DTW,TYS,36000,443,Detroit Metro Wayne County,19820,"Detroit-Warren-Dearborn, MI",McGhee Tyson,28940,"Knoxville, TN"
ATL,SGF,66460,563,Hartsfield-Jackson Atlanta International,12060,"Atlanta-Sandy Springs-Alpharetta, GA",Springfield-Branson National,44180,"Springfield, MO"
DFW,BZN,73510,1163,Dallas/Fort Worth International,19100,"Dallas-Fort Worth-Arlington, TX",Bozeman Yellowstone International,14580,"Bozeman, MT"
DFW,SBP,40720,1360,Dallas/Fort Worth International,19100,"Dallas-Fort Worth-Arlington, TX",San Luis County Regional,42020,"San Luis Obispo-Paso Robles, CA"
RIC,CLT,258090,257,Richmond International,40060,"Richmond, VA",Charlotte Douglas International,16740,"Charlotte-Concord-Gastonia, NC-SC"
DFW,MSO,42520,1320,Dallas/Fort Worth International,19100,"Dallas-Fort Worth-Arlington, TX",Missoula International,33540,"Missoula, MT"
DFW,ECP,49360,685,Dallas/Fort Worth International,19100,"Dallas-Fort Worth-Arlington, TX",Northwest Florida Beaches International,37460,"Panama City, FL"
AUS,DFW,435680,190,Austin - Bergstrom International,12420,"Austin-Round Rock-Georgetown, TX",Dallas/Fort Worth International,19100,"Dallas-Fort Worth-Arlington, TX"
BZN,DFW,76250,1163,Bozeman Yellowstone International,14580,"Bozeman, MT",Dallas/Fort Worth International,19100,"Dallas-Fort Worth-Arlington, TX"
OMA,DFW,130640,583,Eppley Airfield,36540,"Omaha-Council Bluffs, NE-IA",Dallas/Fort Worth International,19100,"Dallas-Fort Worth-Arlington, TX"
PHX,DSM,83080,1149,Phoenix Sky Harbor International,38060,"Phoenix-Mesa-Chandler, AZ",Des Moines International,19780,"Des Moines-West Des Moines, IA"
DFW,EUG,39650,1606,Dallas/Fort Worth International,19100,"Dallas-Fort Worth-Arlington, TX",Mahlon Sweet Field,21660,"Eugene-Springfield, OR"
DFW,BUF,53150,1212,Dallas/Fort Worth International,19100,"Dallas-Fort Worth-Arlington, TX",Buffalo Niagara International,15380,"Buffalo-Cheektowaga, NY"
DFW,EGE,64010,721,Dallas/Fort Worth International,19100,"Dallas-Fort Worth-Arlington, TX",Eagle County Regional,20780,"Edwards, CO"
KOA,PHX,80530,2860,Kona International Airport at Keahole,25900,"Hilo, HI",Phoenix Sky Harbor International,38060,"Phoenix-Mesa-Chandler, AZ"
ORD,BMI,27940,116,Chicago O'Hare International,16980,"Chicago-Naperville-Elgin, IL-IN-WI",Central Il Regional Airport at Bloomington,14010,"Bloomington, IL"
DFW,EYW,56830,1089,Dallas/Fort Worth International,19100,"Dallas-Fort Worth-Arlington, TX",Key West International,28580,"Key West, FL"
CLT,STT,56490,1520,Charlotte Douglas International,16740,"Charlotte-Concord-Gastonia, NC-SC",Cyril E King,NA,NA
PHX,ANC,37420,2552,Phoenix Sky Harbor International,38060,"Phoenix-Mesa-Chandler, AZ",Ted Stevens Anchorage International,11260,"Anchorage, AK"
AUS,BOI,15240,1375,Austin - Bergstrom International,12420,"Austin-Round Rock-Georgetown, TX",Boise Air Terminal,14260,"Boise City, ID"
PDX,DFW,276680,1616,Portland International,38900,"Portland-Vancouver-Hillsboro, OR-WA",Dallas/Fort Worth International,19100,"Dallas-Fort Worth-Arlington, TX"
PDX,HNL,55380,2603,Portland International,38900,"Portland-Vancouver-Hillsboro, OR-WA",Daniel K Inouye International,46520,"Urban Honolulu, HI"
ANC,ORD,107390,2846,Ted Stevens Anchorage International,11260,"Anchorage, AK",Chicago O'Hare International,16980,"Chicago-Naperville-Elgin, IL-IN-WI"
TUS,PDX,21160,1119,Tucson International,46060,"Tucson, AZ",Portland International,38900,"Portland-Vancouver-Hillsboro, OR-WA"
KOA,PDX,30000,2607,Kona International Airport at Keahole,25900,"Hilo, HI",Portland International,38900,"Portland-Vancouver-Hillsboro, OR-WA"
ONT,PDX,51430,838,Ontario International,40140,"Riverside-San Bernardino-Ontario, CA",Portland International,38900,"Portland-Vancouver-Hillsboro, OR-WA"
GEG,SAN,40990,1027,Spokane International,44060,"Spokane-Spokane Valley, WA",San Diego International,41740,"San Diego-Chula Vista-Carlsbad, CA"
SIT,SEA,46240,861,Sitka Rocky Gutierrez,NA,NA,Seattle/Tacoma International,42660,"Seattle-Tacoma-Bellevue, WA"
PDX,TUS,21020,1119,Portland International,38900,"Portland-Vancouver-Hillsboro, OR-WA",Tucson International,46060,"Tucson, AZ"
BZN,BOS,4440,1991,Bozeman Yellowstone International,14580,"Bozeman, MT",Logan International,14460,"Boston-Cambridge-Newton, MA-NH"
SMF,JFK,40560,2521,Sacramento International,40900,"Sacramento-Roseville-Folsom, CA",John F. Kennedy International,35620,"New York-Newark-Jersey City, NY-NJ-PA"
SYR,ATL,124790,794,Syracuse Hancock International,45060,"Syracuse, NY",Hartsfield-Jackson Atlanta International,12060,"Atlanta-Sandy Springs-Alpharetta, GA"
XNA,ATL,90250,589,Northwest Arkansas Regional,22220,"Fayetteville-Springdale-Rogers, AR",Hartsfield-Jackson Atlanta International,12060,"Atlanta-Sandy Springs-Alpharetta, GA"
DTW,SBN,23520,157,Detroit Metro Wayne County,19820,"Detroit-Warren-Dearborn, MI",South Bend Regional,43780,"South Bend-Mishawaka, IN-MI"
BOI,MSP,95370,1142,Boise Air Terminal,14260,"Boise City, ID",Minneapolis-St Paul International,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
ATL,GTR,37420,241,Hartsfield-Jackson Atlanta International,12060,"Atlanta-Sandy Springs-Alpharetta, GA",Golden Triangle Regional,18060,"Columbus, MS"
MIA,SLC,68820,2088,Miami International,33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Salt Lake City International,41620,"Salt Lake City, UT"
CHA,DFW,56260,695,Lovell Field,16860,"Chattanooga, TN-GA",Dallas/Fort Worth International,19100,"Dallas-Fort Worth-Arlington, TX"
CLL,DFW,48310,164,Easterwood Field,17780,"College Station-Bryan, TX",Dallas/Fort Worth International,19100,"Dallas-Fort Worth-Arlington, TX"
EVV,DFW,44430,642,Evansville Regional,21780,"Evansville, IN-KY",Dallas/Fort Worth International,19100,"Dallas-Fort Worth-Arlington, TX"
MOB,DFW,57500,539,Mobile Regional,33660,"Mobile, AL",Dallas/Fort Worth International,19100,"Dallas-Fort Worth-Arlington, TX"
MIA,SAT,35930,1143,Miami International,33100,"Miami-Fort Lauderdale-Pompano Beach, FL",San Antonio International,41700,"San Antonio-New Braunfels, TX"
DCA,LIT,19780,888,Ronald Reagan Washington National,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Adams Field,30780,"Little Rock-North Little Rock-Conway, AR"
SDF,MIA,26280,910,Louisville Muhammad Ali International,31140,"Louisville/Jefferson County, KY-IN",Miami International,33100,"Miami-Fort Lauderdale-Pompano Beach, FL"
DFW,MYR,28380,1048,Dallas/Fort Worth International,19100,"Dallas-Fort Worth-Arlington, TX",Myrtle Beach International,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC"
FLL,BQN,53250,982,Fort Lauderdale-Hollywood International,33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Rafael Hernandez,10380,"Aguadilla-Isabela, PR"
DCA,CAE,43750,408,Ronald Reagan Washington National,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Columbia Metropolitan,17900,"Columbia, SC"
